code,stockCode,name,marketId,firstType,secondType,decimalDigits,pyjc,openDate,closeDate,modifyDate
10000159,,沪股通,1,1,0,2,HGT,1415754017000,,1415754017000
10000855,,央视500,1,1,0,2,YS500,1415667618000,,1415667618000
10000852,,中证1000,1,1,0,2,ZZ1000,1411693217000,,1411693217000
10000851,,百发100,1,1,0,2,BF100,1409187658000,,1409187658000
10000850,,300有色,1,1,0,2,300YS,1400461823000,,1400461823000
10000849,,300非银,1,1,0,2,300FY,1400461823000,,1400461823000
10000847,,中证腾安,1,1,0,2,ZZTA,1396229101000,,1396229101000
10000976,,新华金牛,1,1,0,2,XHJN,1390439446000,,1390439446000
10000975,,钱江30,1,1,0,2,QJ30,1387761009000,,1387761009000
10000958,,创业成长,1,1,0,2,CYCZ,1350265070000,,1376313098000
10000918,,300成长,1,1,0,2,300CZ,1350265070000,,1376313098000
10000920,,300R成长,1,1,0,2,300RCZ,1350265070000,,1376313098000
10000057,,全指成长,1,1,0,2,QZCZ,1350265069000,,1376313098000
10000059,,全R成长,1,1,0,2,QRCZ,1350265069000,,1376313098000
10000030,,180R成长,1,1,0,2,180RCZ,1350265069000,,1376313098000
10000028,,180成长,1,1,0,2,180CZ,1350265069000,,1376313098000
10000117,,380成长,1,1,0,2,380CZ,1350265068000,,1376313097000
10000119,,380R成长,1,1,0,2,380RCZ,1350265068000,,1376313097000
10000974,,800金融,1,1,0,2,800JR,1375665038000,,1375665038000
10000823,,800有色,1,1,0,2,800YS,1375665038000,,1375665038000
10000101,,5年信用,1,1,0,2,5NXY,1363569019000,,1363569019000
10000116,,信用100,1,1,0,2,XY100,1360026640000,,1360026640000
10000141,,380动态,1,1,0,2,380DT,1359076238000,,1359076238000
10000142,,380稳定,1,1,0,2,380WD,1359076238000,,1359076238000
10000123,,180动态,1,1,0,2,180DT,1359076238000,,1359076238000
10000125,,180稳定,1,1,0,2,180WD,1359076238000,,1359076238000
10000843,,300动态,1,1,0,2,300DT,1355879416000,,1355879416000
10000844,,300稳定,1,1,0,2,300WD,1355879416000,,1355879416000
10000841,,800医药,1,1,0,2,800YY,1354842649000,,1354842649000
10000842,,800等权,1,1,0,2,800DQ,1354842649000,,1354842649000
10000839,,浙企综指,1,1,0,2,ZQZZ,1351213822000,,1351213822000
10000840,,浙江民企,1,1,0,2,ZJMQ,1351213822000,,1351213822000
10000999,,两岸三地,1,1,0,2,LASD,1350265070000,,1350437100000
10000994,,全指电信,1,1,0,2,QZDX,1350265070000,,1350437100000
10000993,,全指信息,1,1,0,2,QZXX,1350265070000,,1350437100000
10000992,,全指金融,1,1,0,2,QZJR,1350265070000,,1350437100000
10000991,,全指医药,1,1,0,2,QZYY,1350265070000,,1350437100000
10000998,,中证TMT,1,1,0,2,ZZTMT,1350265070000,,1350437100000
10000997,,大消费,1,1,0,2,DXF,1350265070000,,1350437100000
10000996,,领先行业,1,1,0,2,LXHY,1350265070000,,1350437100000
10000995,,全指公用,1,1,0,2,QZGY,1350265070000,,1350437100000
10000979,,大宗商品,1,1,0,2,DZSP,1350265070000,,1350437100000
10000978,,医药100,1,1,0,2,YY100,1350265070000,,1350437100000
10000977,,内地低碳,1,1,0,2,NDDT,1350265070000,,1350437100000
10000973,,技术领先,1,1,0,2,JSLX,1350265070000,,1350437100000
10000972,,300沪市,1,1,0,2,300HS,1350265070000,,1350437100000
10000971,,等权90,1,1,0,2,DQ90,1350265070000,,1350437100000
10000970,,ESG 40,1,1,0,2,ESG40,1350265070000,,1350437100000
10000990,,全指消费,1,1,0,2,QZXF,1350265070000,,1350437100000
10000989,,全指可选,1,1,0,2,QZKX,1350265070000,,1350437100000
10000988,,全指工业,1,1,0,2,QZGY,1350265070000,,1350437100000
10000985,,中证全指,1,1,0,2,ZZQZ,1350265070000,,1350437100000
10000984,,300等权,1,1,0,2,300DQ,1350265070000,,1350437100000
10000987,,全指材料,1,1,0,2,QZCL,1350265070000,,1350437100000
10000986,,全指能源,1,1,0,2,QZNY,1350265070000,,1350437100000
10000981,,300分层,1,1,0,2,300FC,1350265070000,,1350437100000
10000980,,中证超大,1,1,0,2,ZZCD,1350265070000,,1350437100000
10000983,,智能资产,1,1,0,2,ZNZC,1350265070000,,1350437100000
10000982,,500等权,1,1,0,2,500DQ,1350265070000,,1350437100000
10000950,,300基建,1,1,0,2,300JJ,1350265070000,,1350437100000
10000953,,中证地企,1,1,0,2,ZZDQ,1350265070000,,1350437100000
10000954,,地企100,1,1,0,2,DQ100,1350265070000,,1350437100000
10000951,,300银行,1,1,0,2,300YH,1350265070000,,1350437100000
10000952,,300地产,1,1,0,2,300DC,1350265070000,,1350437100000
10000957,,300运输,1,1,0,2,300YS,1350265070000,,1350437100000
10000955,,中证国企,1,1,0,2,ZZGQ,1350265070000,,1350437100000
10000956,,国企200,1,1,0,2,GQ200,1350265070000,,1350437100000
10000959,,银河99,1,1,0,2,YH99,1350265070000,,1350437100000
10000960,,中证龙头,1,1,0,2,ZZLT,1350265070000,,1350437100000
10000961,,中证上游,1,1,0,2,ZZSY,1350265070000,,1350437100000
10000962,,中证中游,1,1,0,2,ZZZY,1350265070000,,1350437100000
10000963,,中证下游,1,1,0,2,ZZXY,1350265070000,,1350437100000
10000964,,中证新兴,1,1,0,2,ZZXX,1350265070000,,1350437100000
10000965,,基本200,1,1,0,2,JB200,1350265070000,,1350437100000
10000966,,基本400,1,1,0,2,JB400,1350265070000,,1350437100000
10000967,,基本600,1,1,0,2,JB600,1350265070000,,1350437100000
10000968,,300周期,1,1,0,2,300ZQ,1350265070000,,1350437100000
10000969,,300非周,1,1,0,2,300FZ,1350265070000,,1350437100000
10000931,,中证可选,1,1,0,2,ZZKX,1350265070000,,1350437100000
10000932,,中证消费,1,1,0,2,ZZXF,1350265070000,,1350437100000
10000930,,中证工业,1,1,0,2,ZZGY,1350265070000,,1350437100000
10000939,,民企200,1,1,0,2,MQ200,1350265070000,,1350437100000
10000937,,中证公用,1,1,0,2,ZZGY,1350265070000,,1350437100000
10000938,,中证民企,1,1,0,2,ZZMQ,1350265070000,,1350437100000
10000935,,中证信息,1,1,0,2,ZZXX,1350265070000,,1350437100000
10000936,,中证电信,1,1,0,2,ZZDX,1350265070000,,1350437100000
10000933,,中证医药,1,1,0,2,ZZYY,1350265070000,,1350437100000
10000934,,中证金融,1,1,0,2,ZZJR,1350265070000,,1350437100000
10000940,,财富大盘,1,1,0,2,CFDP,1350265070000,,1350437100000
10000941,,新能源,1,1,0,2,XNY,1350265070000,,1350437100000
10000942,,内地消费,1,1,0,2,NDXF,1350265070000,,1350437100000
10000943,,内地基建,1,1,0,2,NDJJ,1350265070000,,1350437100000
10000948,,内地地产,1,1,0,2,NDDC,1350265070000,,1350437100000
10000949,,内地农业,1,1,0,2,NDNY,1350265070000,,1350437100000
10000944,,内地资源,1,1,0,2,NDZY,1350265070000,,1350437100000
10000945,,内地运输,1,1,0,2,NDYS,1350265070000,,1350437100000
10000946,,内地金融,1,1,0,2,NDJR,1350265070000,,1350437100000
10000947,,内地银行,1,1,0,2,NDYH,1350265070000,,1350437100000
10000912,,300消费,1,1,0,2,300XF,1350265070000,,1350437100000
10000911,,300可选,1,1,0,2,300KX,1350265070000,,1350437100000
10000914,,300金融,1,1,0,2,300JR,1350265070000,,1350437100000
10000913,,300医药,1,1,0,2,300YY,1350265070000,,1350437100000
10000916,,300电信,1,1,0,2,300DX,1350265070000,,1350437100000
10000915,,300信息,1,1,0,2,300XX,1350265070000,,1350437100000
10000917,,300公用,1,1,0,2,300GY,1350265070000,,1350437100000
10000910,,300工业,1,1,0,2,300GY,1350265070000,,1350437100000
10000919,,300价值,1,1,0,2,300JZ,1350265070000,,1350437100000
10000925,,基本面50,1,1,0,2,JBM50,1350265070000,,1350437100000
10000924,,分离债,1,1,0,2,FLZ,1350265070000,,1350437100000
10000923,,公司债,1,1,0,2,GSZ,1350265070000,,1350437100000
10000922,,中证红利,1,1,0,2,ZZHL,1350265070000,,1350437100000
10000929,,中证材料,1,1,0,2,ZZCL,1350265070000,,1350437100000
10000928,,中证能源,1,1,0,2,ZZNY,1350265070000,,1350437100000
10000927,,央企100,1,1,0,2,YQ100,1350265070000,,1350437100000
10000926,,中证央企,1,1,0,2,ZZYQ,1350265070000,,1350437100000
10000921,,300R价值,1,1,0,2,300RJZ,1350265070000,,1350437100000
10000907,,中证700,1,1,0,2,ZZ700,1350265070000,,1350437100000
10000906,,中证800,1,1,0,2,ZZ800,1350265070000,,1350437100000
10000905,,中证500,1,1,0,2,ZZ500,1350265070000,,1350437100000
10000904,,中证200,1,1,0,2,ZZ200,1350265070000,,1350437100000
10000903,,中证100,1,1,0,2,ZZ100,1350265070000,,1350437100000
10000902,,中证流通,1,1,0,2,ZZLT,1350265070000,,1350437100000
10000901,,小康指数,1,1,0,2,XKZS,1350265070000,,1350437100000
10000908,,300能源,1,1,0,2,300NY,1350265070000,,1350437100000
10000909,,300材料,1,1,0,2,300CL,1350265070000,,1350437100000
10000818,,细分金融,1,1,0,2,XFJR,1350265068000,,1350437100000
10000819,,有色金属,1,1,0,2,YSJS,1350265068000,,1350437100000
10000816,,细分地产,1,1,0,2,XFDC,1350265068000,,1350437100000
10000817,,兴证海峡,1,1,0,2,XZHX,1350265068000,,1350437100000
10000814,,细分医药,1,1,0,2,XFYY,1350265068000,,1350437100000
10000815,,细分食品,1,1,0,2,XFSP,1350265068000,,1350437100000
10000812,,细分机械,1,1,0,2,XFJX,1350265068000,,1350437100000
10000813,,细分化工,1,1,0,2,XFHG,1350265068000,,1350437100000
10000810,,细分能源,1,1,0,2,XFNY,1350265068000,,1350437100000
10000811,,细分有色,1,1,0,2,XFYS,1350265068000,,1350437100000
10000827,,中证环保,1,1,0,2,ZZHB,1350265068000,,1350437100000
10000828,,300高贝,1,1,0,2,300GB,1350265068000,,1350437100000
10000829,,300低贝,1,1,0,2,300DB,1350265068000,,1350437100000
10000824,,国企红利,1,1,0,2,GQHL,1350265068000,,1350437100000
10000825,,央企红利,1,1,0,2,YQHL,1350265068000,,1350437100000
10000826,,民企红利,1,1,0,2,MQHL,1350265068000,,1350437100000
10000820,,煤炭指数,1,1,0,2,MTZS,1350265068000,,1350437100000
10000821,,300红利,1,1,0,2,300HL,1350265068000,,1350437100000
10000822,,500红利,1,1,0,2,500HL,1350265068000,,1350437100000
10000838,,创业价值,1,1,0,2,CYJZ,1350265068000,,1350437100000
10000832,,中证转债,1,1,0,2,ZZZZ,1350265068000,,1350437100000
10000833,,中高企债,1,1,0,2,ZGQZ,1350265068000,,1350437100000
10000830,,500高贝,1,1,0,2,500GB,1350265068000,,1350437100000
10000831,,500低贝,1,1,0,2,500DB,1350265068000,,1350437100000
10000846,,ESG 100,1,1,0,2,ESG100,1350265068000,,1350437100000
10000804,,500波动,1,1,0,2,500BD,1350265068000,,1350437100000
10000803,,300波动,1,1,0,2,300BD,1350265068000,,1350437100000
10000802,,500沪市,1,1,0,2,500HS,1350265068000,,1350437100000
10000801,,资源80,1,1,0,2,ZY80,1350265068000,,1350437100000
10000808,,医药生物,1,1,0,2,YYSW,1350265068000,,1350437100000
10000807,,食品饮料,1,1,0,2,SPYL,1350265068000,,1350437100000
10000806,,消费服务,1,1,0,2,XFFW,1350265068000,,1350437100000
10000805,,A股资源,1,1,0,2,AGZY,1350265068000,,1350437100000
10000809,,细分农业,1,1,0,2,XFNY,1350265068000,,1350437100000
10000155,,市值百强,1,1,0,2,SZBQ,1350265068000,,1350437100000
10000158,,上证环保,1,1,0,2,SZHB,1350265068000,,1350437100000
10000146,,优势制造,1,1,0,2,YSZZ,1350265068000,,1350437100000
10000147,,优势消费,1,1,0,2,YSXF,1350265068000,,1350437100000
10000145,,优势资源,1,1,0,2,YSZY,1350265068000,,1350437100000
10000148,,消费领先,1,1,0,2,XFLX,1350265068000,,1350437100000
10000149,,180红利,1,1,0,2,180HL,1350265068000,,1350437100000
10000150,,380红利,1,1,0,2,380HL,1350265068000,,1350437100000
10000153,,上民红利,1,1,0,2,SMHL,1350265068000,,1350437100000
10000152,,上央红利,1,1,0,2,SYHL,1350265068000,,1350437100000
10000151,,上国红利,1,1,0,2,SGHL,1350265068000,,1350437100000
10000133,,上证150,1,1,0,2,SZ150,1350265068000,,1350437100000
10000134,,上证银行,1,1,0,2,SZYH,1350265068000,,1350437100000
10000135,,180高贝,1,1,0,2,180GB,1350265068000,,1350437100000
10000136,,180低贝,1,1,0,2,180DB,1350265068000,,1350437100000
10000137,,380高贝,1,1,0,2,380GB,1350265068000,,1350437100000
10000138,,380低贝,1,1,0,2,380DB,1350265068000,,1350437100000
10000139,,上证转债,1,1,0,2,SZZZ,1350265068000,,1350437100000
10000130,,380波动,1,1,0,2,380BD,1350265068000,,1350437100000
10000131,,上证高新,1,1,0,2,SZGX,1350265068000,,1350437100000
10000132,,上证100,1,1,0,2,SZ100,1350265068000,,1350437100000
10000126,,消费50,1,1,0,2,XF50,1350265068000,,1350437100000
10000129,,180波动,1,1,0,2,180BD,1350265068000,,1350437100000
10000128,,380基本,1,1,0,2,380JB,1350265068000,,1350437100000
10000122,,农业主题,1,1,0,2,NYZT,1350265068000,,1350437100000
10000120,,380R价值,1,1,0,2,380RJZ,1350265068000,,1350437100000
10000121,,医药主题,1,1,0,2,YYZT,1350265068000,,1350437100000
10000118,,380价值,1,1,0,2,380JZ,1350265068000,,1350437100000
10000115,,380等权,1,1,0,2,380DQ,1350265068000,,1350437100000
10000114,,持续产业,1,1,0,2,CXCY,1350265068000,,1350437100000
10000113,,380公用,1,1,0,2,380GY,1350265068000,,1350437100000
10000112,,380电信,1,1,0,2,380DX,1350265068000,,1350437100000
10000111,,380信息,1,1,0,2,380XX,1350265068000,,1350437100000
10000110,,380金融,1,1,0,2,380JR,1350265068000,,1350437100000
10000100,,上证F500,1,1,0,2,SZF500,1350265068000,,1350437100000
10000103,,沪消费品,1,1,0,2,HXFP,1350265068000,,1350437100000
10000102,,沪投资品,1,1,0,2,HTZP,1350265068000,,1350437100000
10000105,,380材料,1,1,0,2,380CL,1350265068000,,1350437100000
10000104,,380能源,1,1,0,2,380NY,1350265068000,,1350437100000
10000107,,380可选,1,1,0,2,380KX,1350265068000,,1350437100000
10000106,,380工业,1,1,0,2,380GY,1350265068000,,1350437100000
10000109,,380医药,1,1,0,2,380YY,1350265068000,,1350437100000
10000108,,380消费,1,1,0,2,380XF,1350265068000,,1350437100000
10000072,,工业等权,1,1,0,2,GYDQ,1350265069000,,1350437100000
10000073,,可选等权,1,1,0,2,KXDQ,1350265069000,,1350437100000
10000070,,能源等权,1,1,0,2,NYDQ,1350265069000,,1350437100000
10000071,,材料等权,1,1,0,2,CLDQ,1350265069000,,1350437100000
10000076,,金融等权,1,1,0,2,JRDQ,1350265069000,,1350437100000
10000077,,信息等权,1,1,0,2,XXDQ,1350265069000,,1350437100000
10000074,,消费等权,1,1,0,2,XFDQ,1350265069000,,1350437100000
10000075,,医药等权,1,1,0,2,YYDQ,1350265069000,,1350437100000
10000069,,消费80,1,1,0,2,XF80,1350265069000,,1350437100000
10000068,,上证资源,1,1,0,2,SZZY,1350265069000,,1350437100000
10000067,,上证新兴,1,1,0,2,SZXX,1350265069000,,1350437100000
10000060,,全R价值,1,1,0,2,QRJZ,1350265069000,,1350437100000
10000061,,沪企债30,1,1,0,2,HQZ30,1350265069000,,1350437100000
10000062,,上证沪企,1,1,0,2,SZHQ,1350265069000,,1350437100000
10000063,,上证周期,1,1,0,2,SZZQ,1350265069000,,1350437100000
10000064,,非周期,1,1,0,2,FZQ,1350265069000,,1350437100000
10000065,,上证龙头,1,1,0,2,SZLT,1350265069000,,1350437100000
10000066,,上证商品,1,1,0,2,SZSP,1350265069000,,1350437100000
10000056,,上证国企,1,1,0,2,SZGQ,1350265069000,,1350437100000
10000058,,全指价值,1,1,0,2,QZJZ,1350265069000,,1350437100000
10000098,,上证F200,1,1,0,2,SZF200,1350265069000,,1350437100000
10000099,,上证F300,1,1,0,2,SZF300,1350265069000,,1350437100000
10000096,,上证下游,1,1,0,2,SZXY,1350265069000,,1350437100000
10000097,,高端装备,1,1,0,2,GDZB,1350265069000,,1350437100000
10000094,,上证上游,1,1,0,2,SZSY,1350265069000,,1350437100000
10000095,,上证中游,1,1,0,2,SZZY,1350265069000,,1350437100000
10000092,,资源50,1,1,0,2,ZY50,1350265069000,,1350437100000
10000093,,180分层,1,1,0,2,180FC,1350265069000,,1350437100000
10000090,,上证流通,1,1,0,2,SZLT,1350265069000,,1350437100000
10000091,,沪财中小,1,1,0,2,HCZX,1350265069000,,1350437100000
10000079,,公用等权,1,1,0,2,GYDQ,1350265069000,,1350437100000
10000078,,电信等权,1,1,0,2,DXDQ,1350265069000,,1350437100000
10000033,,上证材料,1,1,0,2,SZCL,1350265069000,,1350437100000
10000032,,上证能源,1,1,0,2,SZNY,1350265069000,,1350437100000
10000031,,180R价值,1,1,0,2,180RJZ,1350265069000,,1350437100000
10000025,,180基建,1,1,0,2,180JJ,1350265069000,,1350437100000
10000026,,180资源,1,1,0,2,180ZY,1350265069000,,1350437100000
10000023,,沪分离债,1,1,0,2,HFLZ,1350265069000,,1350437100000
10000029,,180价值,1,1,0,2,180JZ,1350265069000,,1350437100000
10000027,,180运输,1,1,0,2,180YS,1350265069000,,1350437100000
10000020,,中型综指,1,1,0,2,ZXZZ,1350265069000,,1350437100000
10000022,,沪公司债,1,1,0,2,HGSZ,1350265069000,,1350437100000
10000021,,180治理,1,1,0,2,180ZL,1350265069000,,1350437100000
10000012,,国债指数,1,1,0,2,GZZS,1350265069000,,1350437100000
10000013,,企债指数,1,1,0,2,QZZS,1350265069000,,1350437100000
10000015,,红利指数,1,1,0,2,HLZS,1350265069000,,1350437100000
10000016,,上证50,1,1,0,2,SZ50,1350265069000,,1350437100000
10000017,,新综指,1,1,0,2,XZZ,1350265069000,,1350437100000
10000018,,180金融,1,1,0,2,180JR,1350265069000,,1350437100000
10000019,,治理指数,1,1,0,2,ZLZS,1350265069000,,1350437100000
10000055,,上证地企,1,1,0,2,SZDQ,1350265069000,,1350437100000
10000054,,上证海外,1,1,0,2,SZHW,1350265069000,,1350437100000
10000053,,180基本,1,1,0,2,180JB,1350265069000,,1350437100000
10000052,,50基本,1,1,0,2,50JB,1350265069000,,1350437100000
10000051,,180等权,1,1,0,2,180DQ,1350265069000,,1350437100000
10000050,,50等权,1,1,0,2,50DQ,1350265069000,,1350437100000
10000049,,上证民企,1,1,0,2,SZMQ,1350265069000,,1350437100000
10000047,,上证全指,1,1,0,2,SZQZ,1350265069000,,1350437100000
10000048,,责任指数,1,1,0,2,ZRZS,1350265069000,,1350437100000
10000045,,上证小盘,1,1,0,2,SZXP,1350265069000,,1350437100000
10000046,,上证中小,1,1,0,2,SZZX,1350265069000,,1350437100000
10000042,,上证央企,1,1,0,2,SZYQ,1350265069000,,1350437100000
10000041,,上证公用,1,1,0,2,SZGY,1350265069000,,1350437100000
10000044,,上证中盘,1,1,0,2,SZZP,1350265069000,,1350437100000
10000043,,超大盘,1,1,0,2,CDP,1350265069000,,1350437100000
10000040,,上证电信,1,1,0,2,SZDX,1350265069000,,1350437100000
10000038,,上证金融,1,1,0,2,SZJR,1350265069000,,1350437100000
10000039,,上证信息,1,1,0,2,SZXX,1350265069000,,1350437100000
10000034,,上证工业,1,1,0,2,SZGY,1350265069000,,1350437100000
10000035,,上证可选,1,1,0,2,SZKX,1350265069000,,1350437100000
10000036,,上证消费,1,1,0,2,SZXF,1350265069000,,1350437100000
10000037,,上证医药,1,1,0,2,SZYY,1350265069000,,1350437100000
10000009,,上证380,1,1,0,2,SZ380,1350265069000,,1350437100000
10000006,,地产指数,1,1,0,2,DCZS,1350265069000,,1350437100000
10000005,,商业指数,1,1,0,2,SYZS,1350265069000,,1350437100000
10000008,,综合指数,1,1,0,2,ZHZS,1350265069000,,1350437100000
10000007,,公用指数,1,1,0,2,GYZS,1350265069000,,1350437100000
10000002,,Ａ股指数,1,1,0,2,AGZS,1350265069000,,1350437100000
10000001,,上证指数,1,1,0,2,SZZS,1350265069000,,1350437100000
10000004,,工业指数,1,1,0,2,GYZS,1350265069000,,1350437100000
10000003,,Ｂ股指数,1,1,0,2,BGZS,1350265069000,,1350437100000
10000010,,上证180,1,1,0,2,SZ180,1350265069000,,1350437100000
10000011,,基金指数,1,1,0,2,JJZS,1350265069000,,1350437100000
10000300,,沪深300,1,1,0,2,HS300,1350265070000,,1350437100000
11601965,,DR中国汽,1,2,0,2,DRZGQ,1432867574000,,1432867574000
11603889,,DR新澳股,1,2,0,2,DRXAG,1432867574000,,1432867574000
11603898,,好莱客,1,2,0,2,HLK,1432867574000,,1432867574000
11603918,,金桥信息,1,2,0,2,JQXX,1432867574000,,1432867574000
11603969,,DR银龙股,1,2,0,2,DRYLG,1432867574000,,1432867574000
11601016,,XD节能风,1,2,0,2,XDJNF,1432867574000,,1432867574000
11603456,,九洲药业,1,2,0,2,JZYY,1432867574000,,1432867574000
11603568,,伟明环保,1,2,0,2,WMHB,1432867574000,,1432867574000
11603611,,DR诺力股,1,2,0,2,DRNLG,1432867574000,,1432867574000
11603669,,灵康药业,1,2,0,2,LKYY,1432867574000,,1432867574000
11600095,,哈高科,1,2,0,2,HGK,1432867574000,,1432867574000
11600052,,XD浙江广,1,2,0,2,XDZJG,1432867574000,,1432867574000
11600125,,铁龙物流,1,2,0,2,TLWL,1432867574000,,1432867574000
11600287,,江苏舜天,1,2,0,2,JSST,1432867574000,,1432867574000
11600309,,万华化学,1,2,0,2,WHHX,1432867574000,,1432867574000
11600310,,桂东电力,1,2,0,2,GDDL,1432867574000,,1432867574000
11600326,,西藏天路,1,2,0,2,XZTL,1432867574000,,1432867574000
11600322,,XD天房发,1,2,0,2,XDTFF,1432867574000,,1432867574000
11600351,,XD亚宝药,1,2,0,2,XDYBY,1432867574000,,1432867574000
11600160,,XD巨化股,1,2,0,2,XDJHG,1432867574000,,1432867574000
11600150,,XD中国船,1,2,0,2,XDZGC,1432867574000,,1432867574000
11600183,,生益科技,1,2,0,2,SYKJ,1432867574000,,1432867574000
11600192,,XD长城电,1,2,0,2,XDCCD,1432867574000,,1432867574000
11603328,,依顿电子,1,2,0,2,YDDZ,1432867574000,,1432867574000
11603366,,日出东方,1,2,0,2,RCDF,1432867574000,,1432867574000
11603198,,迎驾贡酒,1,2,0,2,YJGJ,1432867574000,,1432867574000
11603118,,XD共进股,1,2,0,2,XDGJG,1432867574000,,1432867574000
11600857,,XD宁波中,1,2,0,2,XDNBZ,1432867574000,,1432867574000
11600861,,XD北京城,1,2,0,2,XDBJC,1432867574000,,1432867574000
11600887,,伊利股份,1,2,0,2,YLGF,1432867574000,,1432867574000
11600824,,DR益民集,1,2,0,2,DRYMJ,1432867574000,,1432867574000
11600584,,长电科技,1,2,0,2,CDKJ,1432867574000,,1432867574000
11600570,,XD恒生电,1,2,0,2,XDHSD,1432867574000,,1432867574000
11600460,,XD士兰微,1,2,0,2,XDSLW,1432867574000,,1432867574000
11600481,,双良节能,1,2,0,2,SLJN,1432867574000,,1432867574000
11600498,,烽火通信,1,2,0,2,FHTX,1432867574000,,1432867574000
11600499,,XD科达洁,1,2,0,2,XDKDJ,1432867574000,,1432867574000
11600798,,XD宁波海,1,2,0,2,XDNBH,1432867574000,,1432867574000
11600401,,*ST海润,1,2,0,2,*STHR,1350265068000,,1432866923000
11603606,,东方电缆,1,2,0,2,DFDL,1413334852000,,1432866593000
11601158,,重庆水务,1,2,0,2,CQSW,1354181869000,,1432866180000
11603518,,维格娜丝,1,2,0,2,WGNS,1417568417000,,1432866180000
11600970,,XD中材国,1,2,0,2,XDZCG,1350265068000,,1432866180000
11600676,,交运股份,1,2,0,2,JYGF,1350265069000,,1432866180000
11600289,,XD亿阳信,1,2,0,2,XDYYX,1350265069000,,1432862124000
11603901,,N永创,1,2,0,2,NYC,1432861264000,,1432861264000
11603300,,N华铁,1,2,0,2,NHT,1432861264000,,1432861264000
11603026,,N石大,1,2,0,2,NSD,1432861264000,,1432861264000
11601566,,九牧王,1,2,0,2,JMW,1350265068000,,1432796414000
11600209,,罗顿发展,1,2,0,2,LDFZ,1350265069000,,1432796414000
11603023,,威帝股份,1,2,0,2,WDGF,1432688418000,,1432776321000
11603598,,引力传媒,1,2,0,2,YLCM,1432688418000,,1432776284000
11603885,,吉祥航空,1,2,0,2,JXHK,1432688418000,,1432775931000
11603108,,润达医疗,1,2,0,2,RDYL,1432688418000,,1432775918000
11601126,,四方股份,1,2,0,2,SFGF,1350265069000,,1432775724000
11601969,,海南矿业,1,2,0,2,HNKY,1418086852000,,1432775719000
11601166,,兴业银行,1,2,0,2,XYYH,1350265069000,,1432775718000
11600559,,老白干酒,1,2,0,2,LBGJ,1350265070000,,1432775718000
11600635,,大众公用,1,2,0,2,DZGY,1350265069000,,1432775718000
11600597,,光明乳业,1,2,0,2,GMRY,1350265070000,,1432710014000
11603601,,再升科技,1,2,0,2,ZSKJ,1421888428000,,1432689312000
11601633,,长城汽车,1,2,0,2,CCQC,1350265070000,,1432689312000
11600279,,重庆港九,1,2,0,2,CQGJ,1354181869000,,1432689312000
11600446,,金证股份,1,2,0,2,JZGF,1350265068000,,1432689312000
11600261,,阳光照明,1,2,0,2,YGZM,1350265069000,,1432689307000
11601116,,三江购物,1,2,0,2,SJGW,1350265069000,,1432602916000
11603600,,永艺股份,1,2,0,2,YYGF,1421974861000,,1432602916000
11603088,,宁波精达,1,2,0,2,NBJD,1415667618000,,1432602916000
11600560,,金自天正,1,2,0,2,JZTZ,1350265070000,,1432602916000
11600382,,广东明珠,1,2,0,2,GDMZ,1350265068000,,1432602916000
11600521,,华海药业,1,2,0,2,HHYY,1350265070000,,1432537220000
11600378,,天科股份,1,2,0,2,TKGF,1350265068000,,1432516516000
11603005,,晶方科技,1,2,0,2,JFKJ,1391994649000,,1432516516000
11600563,,法拉电子,1,2,0,2,FLDZ,1350265070000,,1432516516000
11600488,,天药股份,1,2,0,2,TYGF,1350265068000,,1432516516000
11600487,,亨通光电,1,2,0,2,HTGD,1350265068000,,1432516516000
11600496,,精工钢构,1,2,0,2,JGGG,1350265068000,,1432516516000
11600433,,冠豪高新,1,2,0,2,GHGX,1350265068000,,1432516516000
11603988,,中电电机,1,2,0,2,ZDDJ,1415062820000,,1432516513000
11601018,,宁波港,1,2,0,2,NBG,1350265070000,,1432516507000
11600122,,宏图高科,1,2,0,2,HTGK,1350265069000,,1432516507000
11600685,,中船防务,1,2,0,2,ZCFW,1350265069000,,1432516507000
11601877,,正泰电器,1,2,0,2,ZTDQ,1350265069000,,1432278015000
11603806,,福斯特,1,2,0,2,FST,1409878857000,,1432278011000
11600400,,红豆股份,1,2,0,2,HDGF,1350265068000,,1432257316000
11601099,,太平洋,1,2,0,2,TPY,1350265070000,,1432257311000
11603609,,禾丰牧业,1,2,0,2,HFMY,1407459619000,,1432257311000
11603126,,中材节能,1,2,0,2,ZCJN,1406768454000,,1432257311000
11600999,,招商证券,1,2,0,2,ZSZQ,1350265068000,,1432257311000
11600894,,广日股份,1,2,0,2,GRGF,1350265069000,,1432257311000
11600535,,天士力,1,2,0,2,TSL,1350265070000,,1432257311000
11600790,,轻纺城,1,2,0,2,QFC,1350265069000,,1432257311000
11600175,,美都能源,1,2,0,2,MDNY,1350265069000,,1432170921000
11600880,,博瑞传播,1,2,0,2,BRCB,1350265069000,,1432170921000
11600066,,宇通客车,1,2,0,2,YTKC,1350265069000,,1432170913000
11601377,,兴业证券,1,2,0,2,XYZQ,1350265069000,,1432084528000
11600251,,冠农股份,1,2,0,2,GNGF,1350265069000,,1432084528000
11600565,,迪马股份,1,2,0,2,DMGF,1350265070000,,1432084528000
11600438,,通威股份,1,2,0,2,TWGF,1350265068000,,1432084528000
